Date,Close,Volume,Open,High,Low
21-08-2024,171.44,9434811,170.36,173.08,169.91
20-08-2024,172.04,13555530,175.4,175.4,169.85
19-08-2024,175.45,11510990,174.76,175.45,171.1
16-08-2024,174.54,10709970,173.39,175.0,172.25
15-08-2024,173.96,15393530,172.43,175.44,170.82
14-08-2024,169.97,11510310,171.88,172.51,167.19
13-08-2024,172.34,15243470,168.0,172.45,166.34
12-08-2024,167.63,14727280,166.0,169.53,165.54
09-08-2024,167.12,20519410,166.32,167.8,163.24
08-08-2024,164.55,18889640,159.27,164.75,155.54
07-08-2024,155.04,22379010,161.55,162.65,154.52
06-08-2024,155.39,24528070,150.44,157.71,147.72
05-08-2024,147.95,31193150,133.86,150.0,133.57
02-08-2024,149.86,31095270,151.25,153.86,146.89
01-08-2024,158.18,21095640,163.48,167.665,156.84
31-07-2024,165.8,19860380,163.77,166.65,162.07
30-07-2024,154.54,22017960,160.44,161.1499,152.55
29-07-2024,160.01,12663080,162.68,163.23,158.63
26-07-2024,161.94,13089170,164.3,164.59,159.19
25-07-2024,160.28,25731750,158.16,163.4,152.11
24-07-2024,159.8,19536580,165.09,165.45,159.59
23-07-2024,169.82,11690670,169.42,171.54,167.9666
22-07-2024,169.35,21037200,166.61,170.88,166.18
19-07-2024,165.77,22585300,169.17,170.52,165.22
18-07-2024,171.87,52903620,175.5,178.69,164.51
17-07-2024,171.2,45052590,175.215,176.58,170.51
16-07-2024,186.04,16663310,188.27,189.59,185.02
15-07-2024,185.22,15683110,188.68,190.06,184.08
12-07-2024,187.35,19220330,183.07,190.38,182.75
11-07-2024,184.5,21584170,193.09,193.47,183.01
10-07-2024,191.05,19293520,188.28,191.42,186.7
09-07-2024,184.52,19972040,188.09,188.44,182.5
08-07-2024,186.63,22582400,190.0,192.8,185.13
05-07-2024,183.99,11372880,184.14,185.08,182.3
03-07-2024,182.49,11808740,177.99,182.49,177.88
02-07-2024,175.7,10655490,171.13,176.71,171.03
01-07-2024,172.33,10716980,174.24,175.3,170.45
28-06-2024,173.81,11216070,172.81,176.8199,172.81
27-06-2024,171.63,10864580,173.79,175.48,171.15
26-06-2024,172.07,11901500,172.12,173.69,170.2
25-06-2024,172.6,13480970,169.95,172.64,169.01
24-06-2024,167.81,19741660,170.43,171.42,167.121
21-06-2024,173.96,20271300,172.71,177.48,172.21
20-06-2024,175.38,28403220,182.58,183.1746,173.5
18-06-2024,179.69,27155150,180.02,184.86,178.99
17-06-2024,177.24,18593710,177.84,178.67,173.48
14-06-2024,172.51,9192483,172.0,173.64,170.36
13-06-2024,172.91,15591790,172.95,174.07,170.51
12-06-2024,172.98,20309500,173.36,176.06,171.535
11-06-2024,165.71,11508570,168.18,168.405,163.79
10-06-2024,168.16,12438410,164.0,169.84,162.4156
07-06-2024,164.39,14023340,163.57,166.1199,161.96
06-06-2024,162.07,14819060,164.52,164.7,160.36
05-06-2024,162.92,23192570,158.59,163.73,157.95
04-06-2024,152.47,10066740,153.4,153.79,150.99
03-06-2024,154.95,12924400,155.12,157.15,152.4602
31-05-2024,151.04,13782610,151.48,152.5,147.81
30-05-2024,152.96,9710978,153.59,154.05,151.89
29-05-2024,154.34,15779980,156.75,156.88,153.21
28-05-2024,159.41,13964360,159.68,160.38,157.6
24-05-2024,160.0,11908210,157.2,160.66,156.71
23-05-2024,157.09,20872970,159.18,160.7799,155.865
22-05-2024,156.15,13455200,155.88,157.23,154.5401
21-05-2024,153.67,7919449,152.3,153.99,151.95
20-05-2024,153.55,9261190,151.67,154.24,150.82
17-05-2024,151.68,7711247,154.0,154.0,150.84
16-05-2024,152.23,13394140,154.1,155.055,152.21
15-05-2024,155.58,14027090,153.36,156.0,152.73
14-05-2024,151.95,12316540,146.49,152.01,146.25
13-05-2024,146.41,8278732,148.02,148.44,146.3
10-05-2024,149.26,23671380,147.22,150.495,146.93
09-05-2024,142.79,8012668,142.94,143.35,141.1301
08-05-2024,143.6,10202350,141.11,144.26,140.8
07-05-2024,141.11,8682941,141.87,142.295,140.51
06-05-2024,142.83,8601573,140.47,142.83,139.81
03-05-2024,141.56,13264340,138.9,142.11,138.76
02-05-2024,136.23,9261896,135.6,136.74,133.22
01-05-2024,134.94,12573480,137.42,139.43,133.21
30-04-2024,137.34,10980630,137.94,139.7,137.26
29-04-2024,138.5,10025910,138.0,138.646,135.91
26-04-2024,138.3,9453393,136.81,138.7399,135.945
25-04-2024,136.58,18034260,130.0,137.84,128.86
24-04-2024,132.97,15558000,136.09,136.29,131.54
23-04-2024,133.43,12573760,131.36,133.71,130.66
22-04-2024,129.75,18556790,126.75,130.6606,125.78
19-04-2024,127.7,28284020,129.37,131.55,126.64
18-04-2024,132.27,39306150,132.89,135.13,130.3
17-04-2024,139.03,18823240,141.13,142.57,137.3601
16-04-2024,139.8,14218220,137.89,140.5399,137.06
15-04-2024,140.14,13458780,145.02,145.48,139.8801
12-04-2024,142.52,12024040,145.0,146.51,142.15
11-04-2024,147.2,11818760,147.2,147.56,144.13
10-04-2024,146.22,18861320,146.63,148.43,145.26
09-04-2024,145.4,18487980,146.26,148.1699,142.95
08-04-2024,142.79,16307400,145.24,146.0,142.76
05-04-2024,141.36,8263641,140.0,142.0,138.92
04-04-2024,139.66,15759510,144.0,146.75,139.43
03-04-2024,142.0,9707518,138.58,142.93,138.39
02-04-2024,140.22,9869172,140.38,141.04,139.35
01-04-2024,141.49,14222660,137.29,142.96,137.05
28-03-2024,136.05,10019360,135.68,136.8,135.44
27-03-2024,136.69,13842820,138.86,139.28,135.15
26-03-2024,138.84,10786450,140.61,140.96,138.64
25-03-2024,140.23,9922244,140.16,141.68,139.26
22-03-2024,140.54,9944135,139.4,141.34,139.11
21-03-2024,139.45,17809390,142.55,142.6,139.04
20-03-2024,136.75,12750230,136.53,137.31,135.01
19-03-2024,134.87,17341130,135.3,136.2731,133.03
18-03-2024,136.64,14732900,140.18,141.54,136.61
15-03-2024,136.98,22751210,135.44,137.7,134.63
14-03-2024,139.62,14961900,142.61,143.1,139.02
13-03-2024,142.14,12923060,143.05,143.23,141.37
12-03-2024,144.4,21218500,144.52,146.7,140.57
11-03-2024,139.02,29227110,143.62,144.4,138.93
08-03-2024,146.37,43856880,153.9,158.4,144.925
07-03-2024,149.2,34675730,144.9,151.6,144.15
06-03-2024,141.57,22292690,138.8,144.0,138.6115
05-03-2024,134.97,13694690,137.12,137.43,133.73
04-03-2024,138.26,26544610,139.94,141.99,137.68
01-03-2024,133.9,24393050,130.13,136.65,130.1
29-02-2024,128.67,9369902,128.03,129.1899,127.15
28-02-2024,127.38,6519095,128.5,128.58,126.65
27-02-2024,128.59,8851789,130.77,131.97,128.59
26-02-2024,130.64,9526723,130.02,131.23,128.56
23-02-2024,129.53,10123350,130.5,131.005,127.73
22-02-2024,129.07,17014120,129.69,131.48,129.0
21-02-2024,125.34,11578140,124.43,125.38,122.91
20-02-2024,125.33,12038780,126.89,127.06,124.145
16-02-2024,126.69,13104420,127.13,128.64,125.81
15-02-2024,129.03,12553980,130.8,131.13,128.35
14-02-2024,129.27,13069690,129.63,130.79,127.96
13-02-2024,127.55,14493980,127.93,129.92,126.475
12-02-2024,130.46,14203770,133.27,133.51,130.26
09-02-2024,133.11,16984170,134.5,135.17,130.59
08-02-2024,133.73,33367010,127.0,134.75,126.11
07-02-2024,124.98,18172530,120.01,124.995,120.0
06-02-2024,119.38,11511860,120.12,120.99,118.2768
05-02-2024,118.79,13267630,117.13,119.54,116.58
02-02-2024,115.75,10043960,114.86,115.96,113.9201
01-02-2024,113.39,8807585,113.8,114.0325,112.605
31-01-2024,112.96,12853860,113.5,114.74,112.875
30-01-2024,116.06,11030840,116.36,118.01,115.5609
29-01-2024,116.98,10042240,117.17,117.8701,115.755
26-01-2024,117.26,10196440,116.9,118.04,116.302
25-01-2024,116.56,15485260,118.02,118.84,116.48
24-01-2024,116.52,21859180,115.33,118.8455,114.61
23-01-2024,114.13,11667880,113.52,114.6199,113.16
22-01-2024,113.03,17755540,114.78,115.1,112.52
19-01-2024,114.2,37812590,113.22,115.15,111.02
18-01-2024,113.03,58783720,111.2,113.39,109.48
17-01-2024,102.95,17649520,100.87,103.325,100.0
16-01-2024,101.67,11185520,100.53,102.35,100.2
12-01-2024,101.24,6519711,100.89,102.375,100.87
11-01-2024,101.22,7862691,101.7,102.16,99.99
10-01-2024,100.8,6975726,102.52,102.7773,99.98
09-01-2024,101.89,7763961,101.05,101.965,100.21
08-01-2024,102.24,12455560,100.63,102.79,100.5
05-01-2024,99.61,7347316,99.0,100.64,98.8
04-01-2024,99.13,7996713,99.53,100.44,99.12
03-01-2024,100.17,6650601,100.34,101.25,99.661
02-01-2024,101.53,9020864,102.25,102.62,100.59
29-12-2023,104.0,4409641,104.72,104.97,103.67
28-12-2023,104.7,5335145,105.0,105.52,104.7
27-12-2023,104.65,5889724,105.05,105.37,104.075
26-12-2023,104.45,6407484,103.61,104.9575,103.57
22-12-2023,103.15,5566576,102.93,103.59,102.705
21-12-2023,102.55,9068244,101.3,102.715,101.16
20-12-2023,100.04,10814080,102.7,103.085,99.935
19-12-2023,103.87,8498473,103.24,103.975,103.09
18-12-2023,102.93,5660567,102.84,103.31,102.08
15-12-2023,102.54,16379240,103.5,104.755,102.39
14-12-2023,103.45,10074500,103.35,103.81,102.8
13-12-2023,102.12,8988814,101.4,102.68,100.905
12-12-2023,101.6,7378574,100.15,101.65,99.95
11-12-2023,100.95,9482773,99.57,101.21,99.37
08-12-2023,100.35,10572460,99.12,100.37,98.945
07-12-2023,99.29,11373670,97.96,99.64,97.89
06-12-2023,97.85,11262270,97.8,98.57,97.445
05-12-2023,96.69,8009587,96.46,97.015,95.88
04-12-2023,97.01,10619350,97.05,97.2,95.2501
01-12-2023,98.55,7500388,97.7,98.78,97.02
30-11-2023,97.31,9681363,98.925,98.98,96.9
29-11-2023,98.88,7091122,99.0,99.73,98.6
28-11-2023,97.98,6358143,97.87,98.25,97.235
27-11-2023,97.21,6856096,97.42,97.55,96.42
24-11-2023,97.83,4297621,98.48,98.725,97.47
22-11-2023,98.65,7416466,98.72,99.65,97.95
21-11-2023,98.41,10112620,100.0,100.15,98.235
20-11-2023,99.96,6452894,99.9,100.5887,99.54
17-11-2023,99.58,7247710,98.94,99.72,98.3215
16-11-2023,98.54,8459045,98.24,99.0997,97.91
15-11-2023,98.8,10422890,99.95,100.6999,98.42
14-11-2023,98.91,13873240,98.0,99.69,97.95
13-11-2023,96.42,9526286,97.01,97.18,95.72
10-11-2023,97.44,19292870,94.04,97.75,93.61
09-11-2023,91.62,8166021,92.63,93.37,91.6
08-11-2023,92.0,6537666,93.33,93.44,91.93
07-11-2023,92.41,6241257,92.25,93.05,91.75
06-11-2023,92.6,8402708,92.0,92.61,91.29
03-11-2023,91.79,9226706,91.65,92.45,90.84
02-11-2023,90.48,11032580,90.4,91.05,89.465
01-11-2023,87.8,9508804,86.47,87.87,86.34
31-10-2023,86.31,9004922,86.15,86.43,84.95
30-10-2023,86.06,9785511,87.31,88.3,86.0
27-10-2023,85.99,12480730,87.54,87.78,85.89
26-10-2023,87.45,9377296,87.12,88.14,86.54
25-10-2023,87.64,13027070,90.8,90.85,86.68
24-10-2023,91.64,7374762,91.2,92.0,90.86
23-10-2023,91.11,8227866,89.98,92.26,89.1641
20-10-2023,91.31,12197290,92.0,94.32,91.09
19-10-2023,92.91,22751600,93.09,94.76,92.36
18-10-2023,89.6,9982673,88.88,90.01,88.58
17-10-2023,91.0,7997066,89.81,91.7,88.52
16-10-2023,91.22,8791813,90.48,91.9,90.43
13-10-2023,90.46,7986463,92.75,92.94,90.2
12-10-2023,92.42,8897784,92.51,93.44,91.84
11-10-2023,92.0,8051727,91.26,92.01,90.63
10-10-2023,90.61,7182943,89.27,90.66,89.14
09-10-2023,88.99,4781316,88.8,89.34,88.04
06-10-2023,89.29,9777118,88.09,90.02,87.38
05-10-2023,87.03,6651679,86.83,87.9374,86.53
04-10-2023,86.67,7658502,85.47,86.76,85.38
03-10-2023,85.41,8201668,87.0,87.32,85.06
02-10-2023,87.65,6305021,87.18,88.42,87.02
29-09-2023,86.9,7338288,87.75,88.03,86.695
28-09-2023,86.41,6647723,85.25,87.13,84.975
27-09-2023,85.44,7858373,85.17,85.555,84.1
26-09-2023,84.29,8877634,84.95,85.23,84.015
25-09-2023,86.24,8758022,85.39,86.24,85.02
22-09-2023,85.64,7970526,86.25,86.7741,85.45
21-09-2023,85.36,10660420,86.04,86.14,85.35
20-09-2023,87.29,6939697,88.52,89.315,87.29
19-09-2023,88.17,7175404,88.45,88.84,87.79
18-09-2023,88.83,6647388,88.54,89.665,88.43
15-09-2023,89.25,19940490,90.51,91.14,88.86
14-09-2023,91.47,6506310,92.78,92.93,91.265
13-09-2023,91.22,5757807,90.6,91.885,90.48
12-09-2023,90.48,8242642,90.46,91.57,90.42
11-09-2023,89.6,7268572,90.1,90.3949,89.16
08-09-2023,89.64,5822265,90.75,91.07,89.3165
07-09-2023,90.05,14684450,90.07,90.29,88.43
06-09-2023,92.26,7933713,93.85,93.96,91.591
05-09-2023,94.6,6396488,93.4,95.05,92.87
01-09-2023,93.19,7094628,94.3,94.58,93.09
31-08-2023,93.57,8661169,93.34,94.4,93.27
30-08-2023,94.78,6073414,95.45,95.92,94.63
29-08-2023,95.08,8910319,93.77,95.62,93.51
28-08-2023,94.0,5174779,93.82,94.15,93.2484
25-08-2023,93.1,10355950,92.25,93.41,91.405
24-08-2023,92.53,12254420,96.53,96.78,92.47
23-08-2023,94.22,10362580,93.79,95.095,93.24
22-08-2023,92.24,7060063,93.35,93.49,91.805
21-08-2023,92.56,8618303,90.5,92.905,90.5
18-08-2023,91.1,9066167,90.07,91.33,89.56
17-08-2023,91.64,7712486,92.92,92.92,91.35
16-08-2023,91.78,7439502,91.44,92.715,91.32
15-08-2023,91.68,6069500,92.52,92.71,91.49
14-08-2023,93.07,7489675,91.69,93.29,91.3
11-08-2023,91.99,10658400,93.5,93.5,91.97
10-08-2023,94.8,7459584,95.45,95.97,94.28
09-08-2023,93.98,6426862,95.83,95.85,93.71
08-08-2023,94.49,7659012,94.88,94.9,93.67
07-08-2023,96.35,6601403,96.73,96.94,95.225
04-08-2023,96.16,7562649,95.28,97.58,95.13
03-08-2023,94.98,8603707,94.84,95.805,94.575
02-08-2023,95.7,9827891,97.5,97.5,95.21
01-08-2023,98.4,6439692,99.14,99.19,98.085
31-07-2023,99.15,8654145,99.18,99.78,98.42
28-07-2023,100.86,6766298,100.11,100.99,99.78
27-07-2023,99.35,8049784,101.5,101.76,98.905
26-07-2023,99.41,8993547,99.49,100.13,98.57
25-07-2023,100.32,9202222,99.515,100.89,99.11
24-07-2023,98.25,9054912,97.27,98.265,96.78
21-07-2023,97.25,15381230,97.88,97.99,96.332
20-07-2023,97.86,22810240,98.55,100.45,97.05
19-07-2023,103.06,11204830,103.9,104.79,102.57
18-07-2023,103.15,10355350,103.69,103.73,102.01
17-07-2023,104.79,10729130,104.68,105.025,102.59
14-07-2023,105.14,9518336,106.0,107.295,104.86
13-07-2023,105.57,9265863,105.0,105.645,102.52
12-07-2023,103.9,10202030,102.83,104.425,102.76
11-07-2023,101.26,7684553,102.33,102.33,100.14
10-07-2023,99.77,8041648,100.25,100.75,99.4
07-07-2023,100.23,8036622,99.08,101.94,99.0
06-07-2023,99.41,9143570,99.1,99.56,98.6
05-07-2023,100.99,9014765,101.4,103.09,100.96
03-07-2023,103.15,5638381,102.25,103.6808,102.07
30-06-2023,100.92,11704650,101.4,101.89,100.405
29-06-2023,100.64,7383942,101.34,101.52,100.02
28-06-2023,100.92,8160885,100.5,101.88,100.2196
27-06-2023,102.08,9732034,101.15,102.79,100.02
26-06-2023,100.11,8560047,102.02,103.035,100.09
23-06-2023,101.91,8919044,101.52,102.19,101.005
22-06-2023,103.13,8581952,101.42,103.425,101.33
21-06-2023,101.64,9340383,103.15,103.73,101.6175
20-06-2023,103.98,9302357,104.18,104.88,103.07
16-06-2023,104.57,11430780,105.43,105.7451,104.35
15-06-2023,105.18,11987940,106.27,106.66,105.07
14-06-2023,107.41,12862630,106.03,107.7,105.22
13-06-2023,106.8,17858600,110.0,110.69,106.74
12-06-2023,107.06,20578760,104.34,107.39,104.31
09-06-2023,102.8,14906100,102.7,104.68,102.25
08-06-2023,99.94,9081050,98.99,100.7,98.625
07-06-2023,100.29,14367510,101.38,103.02,99.54
06-06-2023,99.82,13827600,97.61,100.6,97.42
05-06-2023,98.05,10568510,98.01,98.81,94.2475
02-06-2023,98.94,13085120,101.25,101.3,98.62
01-06-2023,98.84,14998510,98.68,100.59,98.6
31-05-2023,98.59,22206680,99.73,99.98,98.06
30-05-2023,101.98,25247960,103.79,105.24,101.525
26-05-2023,103.21,26135850,100.85,104.44,100.73
25-05-2023,100.95,60793170,97.06,102.37,96.98
24-05-2023,90.13,9443880,89.28,90.15,89.18
23-05-2023,90.44,7656686,91.0,91.335,90.33
22-05-2023,91.72,9259822,92.07,92.44,91.195
19-05-2023,92.58,9295245,92.13,92.785,91.56
18-05-2023,92.65,14879040,91.25,93.4,91.07
17-05-2023,90.88,23215570,88.3,91.8,88.06
16-05-2023,85.88,11286530,85.69,86.75,85.59
15-05-2023,85.66,8707286,83.33,85.67,83.225
12-05-2023,83.43,5069826,83.38,83.93,82.945
11-05-2023,83.43,8730884,84.14,84.14,82.525
10-05-2023,84.9,7442294,84.51,85.145,84.17
09-05-2023,85.06,7287804,85.25,85.48,84.3
08-05-2023,85.54,6746640,84.5,85.54,84.41
05-05-2023,84.97,6865003,84.3,85.57,83.745
04-05-2023,83.49,7290557,83.0,83.76,82.64
03-05-2023,82.7,7151630,82.62,83.76,82.4414
02-05-2023,82.96,6874978,83.5,84.05,82.55
01-05-2023,83.98,4931139,84.3,84.69,83.9
28-04-2023,84.3,8262599,84.48,84.51,83.7213
27-04-2023,83.67,10013660,82.9,83.86,82.16
26-04-2023,82.25,11583450,82.24,82.38,81.21
25-04-2023,82.29,13423690,83.27,83.4,82.26
24-04-2023,84.64,10567550,85.4,85.96,83.99
21-04-2023,85.37,13175400,87.78,87.91,85.28
20-04-2023,89.29,19206260,88.32,91.8765,88.1
19-04-2023,87.23,11191260,86.23,87.38,86.04
18-04-2023,88.14,8468232,88.2,88.4,87.495
17-04-2023,87.99,8163582,87.75,88.05,87.16
14-04-2023,87.2,7656385,87.95,88.37,86.54
13-04-2023,87.05,7910506,86.56,87.625,85.97
12-04-2023,86.87,11299110,88.91,89.5,86.86
11-04-2023,89.24,11079170,88.64,89.84,88.465
10-04-2023,89.02,12232880,88.415,89.03,86.47
06-04-2023,90.24,5874515,89.66,90.91,89.4
05-04-2023,90.2,9171762,91.6,92.18,89.045
04-04-2023,92.17,6338442,93.04,93.28,91.72
03-04-2023,92.84,6863562,93.01,93.5999,91.71
31-03-2023,93.02,8701770,91.24,93.26,91.13
30-03-2023,92.47,10232790,93.35,93.52,92.03
29-03-2023,92.76,9264041,91.76,93.215,91.45
28-03-2023,90.81,7521266,90.66,90.87,89.9229
27-03-2023,90.66,9349773,92.04,92.18,90.55
24-03-2023,92.79,7655139,93.95,94.18,92.09
23-03-2023,94.59,11169700,94.49,95.82,93.43
22-03-2023,92.62,12812370,93.5,95.03,92.54
21-03-2023,92.5,12299680,91.0,93.0,90.8
20-03-2023,90.04,8217489,89.21,90.37,88.6605
17-03-2023,89.47,13287740,89.06,90.03,89.0
16-03-2023,89.3,13188260,85.95,89.47,85.82
15-03-2023,86.7,12171470,87.2,87.24,85.44
14-03-2023,89.29,11100110,88.03,89.625,87.71
13-03-2023,87.74,11847590,86.38,89.0,86.31
10-03-2023,87.25,11928800,88.03,89.17,87.2
09-03-2023,88.88,10354670,89.705,90.69,88.5732
08-03-2023,90.83,8813034,88.345,90.84,88.14
07-03-2023,88.85,8761066,89.95,90.24,88.3
06-03-2023,89.58,9959998,90.075,91.33,89.505
03-03-2023,89.79,10844050,88.67,89.85,87.88
02-03-2023,89.03,9776757,87.64,89.34,87.12
01-03-2023,88.42,8176749,89.04,90.04,88.265
28-02-2023,87.07,7520449,87.14,88.145,86.9
27-02-2023,87.3,10609440,88.7,88.85,87.235
24-02-2023,88.11,8817618,88.09,88.145,87.24
23-02-2023,90.08,15468320,90.3,91.99,89.46
22-02-2023,86.83,10106380,87.75,88.09,86.66
21-02-2023,87.64,14007610,88.38,89.42,87.475
17-02-2023,90.1,11235270,89.97,90.3,88.94
16-02-2023,90.82,15568430,90.98,91.79,89.88
15-02-2023,92.76,30752030,92.33,93.6799,90.77
14-02-2023,97.96,15345050,95.82,98.99,95.22
13-02-2023,96.11,7803456,95.47,96.39,94.91
10-02-2023,95.37,11511440,95.95,96.5,94.25
09-02-2023,96.69,16997360,96.0,98.565,95.62
08-02-2023,94.28,12899720,95.02,95.94,94.23
07-02-2023,94.55,15258860,91.78,94.7,91.68
06-02-2023,91.83,12425240,91.8,92.05,90.735
03-02-2023,94.66,12242180,95.04,96.95,94.31
02-02-2023,96.65,14925280,96.6,97.5,95.84
01-02-2023,94.74,16788490,93.0,95.77,92.57
31-01-2023,92.73,13342100,91.0,92.76,90.0
30-01-2023,93.13,14079800,92.85,94.25,92.58
27-01-2023,93.3,13646560,92.82,94.1202,92.24
26-01-2023,93.45,15759410,93.89,94.28,92.64
25-01-2023,92.41,14147280,92.68,93.0,91.12
24-01-2023,94.56,11370470,98.0,106.43,91.55
23-01-2023,95.66,22875100,91.76,95.73,91.72
20-01-2023,91.03,14287250,90.0,91.03,89.2
19-01-2023,88.4,13651100,89.03,90.01,88.26
18-01-2023,89.47,19209830,90.48,91.22,89.36
17-01-2023,88.99,21849960,86.22,89.73,86.16
13-01-2023,86.8,18719890,85.41,87.1,84.9
12-01-2023,87.0,36086750,84.96,88.8335,84.42
11-01-2023,81.78,11771420,81.57,81.89,80.625
10-01-2023,81.27,10269010,80.51,81.58,80.46
09-01-2023,80.31,22247610,80.56,81.215,80.055
06-01-2023,78.07,13744130,76.5,78.739,76.15
05-01-2023,75.73,10039190,76.0,76.44,75.34
04-01-2023,76.32,12316390,74.99,76.61,74.47
03-01-2023,74.03,9276191,75.85,75.97,73.77
30-12-2022,74.49,7784126,74.29,74.57,73.65
29-12-2022,76.0,11142510,74.35,76.0399,74.15
28-12-2022,73.06,10275690,74.19,74.545,72.84
27-12-2022,74.32,8974797,74.33,74.74,74.16
23-12-2022,74.89,7452602,74.89,75.3534,74.17
22-12-2022,75.28,13019650,76.28,76.43,74.015
21-12-2022,77.14,10806100,75.86,77.42,75.77
20-12-2022,75.62,12080590,75.11,76.2,74.9
19-12-2022,76.1,12561300,76.92,77.12,75.76
16-12-2022,76.3,11929140,77.61,78.06,76.23
15-12-2022,77.61,17080160,79.21,79.21,77.39
14-12-2022,80.02,17909970,80.82,81.51,79.5201
13-12-2022,80.51,16938030,82.09,82.09,79.625
12-12-2022,80.43,11516600,79.79,80.43,78.8
09-12-2022,80.69,13787900,80.85,82.19,80.69
08-12-2022,80.8,11197470,79.45,80.97,79.1
07-12-2022,79.24,14925270,79.0,79.71,78.59
06-12-2022,79.56,13992140,81.4,81.44,79.16
05-12-2022,81.62,11523340,81.94,82.1758,80.95
02-12-2022,81.5,10519780,81.81,82.16,81.15
01-12-2022,82.68,15975130,83.04,83.63,81.14
30-11-2022,82.98,21667260,80.63,83.43,80.47
29-11-2022,79.33,11502330,79.91,80.205,78.96
28-11-2022,79.22,13231080,80.27,81.08,78.89
25-11-2022,81.4,5908312,82.14,82.37,81.4
23-11-2022,81.97,14683780,82.44,82.945,81.73
22-11-2022,82.54,16504720,81.35,83.19,81.23
21-11-2022,79.93,18659710,80.81,81.03,79.465
18-11-2022,82.27,18578370,82.78,82.84,81.0
17-11-2022,81.48,24278440,79.3,82.94,78.69
16-11-2022,79.45,24006640,80.56,80.57,78.9
15-11-2022,80.46,48742400,81.92,82.93,80.01
14-11-2022,72.8,11575280,73.24,73.68,72.24
11-11-2022,73.83,15524660,72.74,74.6,72.38
10-11-2022,70.84,21367850,67.74,70.87,67.32
09-11-2022,65.0,15086800,66.53,66.6,64.95
08-11-2022,65.02,14102800,64.37,65.75,64.22
07-11-2022,62.76,8507052,62.62,62.9264,61.9711
04-11-2022,62.48,12786050,61.51,62.5,61.02
03-11-2022,60.28,11040910,60.0,60.89,59.43
02-11-2022,60.52,16552940,62.5,62.89,60.52
01-11-2022,61.58,11561900,63.26,63.43,61.58
31-10-2022,61.55,10802820,61.59,62.265,61.07
28-10-2022,62.01,11972330,60.77,62.03,60.07
27-10-2022,60.95,12937560,61.85,62.45,60.91
26-10-2022,60.84,14048820,60.86,61.98,60.43
